financebench_id,company,doc_name,question,gold_answer,pred_answer,correct,category,calculator_used,verified,retry_done
financebench_id_01244,CVS Health,CVSHEALTH_2022_10K,Has CVS Health paid dividends to common shareholders in Q2 of FY2022?,"Yes, CVS paid a $ 0.55 dividend per share every quarter in FY2022","Yes. CVS Health paid dividends to common shareholders in Q2 of FY2022, with a dividend per share of $0.55.",False,yes_no,False,False,False
financebench_id_00839,Foot Locker,FOOTLOCKER_2022_8K_dated_2022-08-19,Does Foot Locker's new CEO have previous CEO experience in a similar company to Footlocker?,Yes. She was previous CEO of Ulta Beauty which means she had to manage a large retail company that has brick and mortar + online business. So yes she was a CEO in a similar company to Foot Locker before this.,"Yes
The new CEO, Mary N. Dillon, has previous CEO experience in a similar company to Foot Locker.",False,yes_no,False,False,False
financebench_id_00822,Foot Locker,FOOTLOCKER_2022_8K_dated-2022-05-20,Were there any board member nominees who had substantially more votes against joining than the other nominees?,"Yes, his name is Richard A. Johnson","Need to compute: Margin of Victory (MOV) for each nominee, which is the difference between the votes For and votes Against, divided by the total votes cast (For + Against).

Numerator = 5,184,437 (vot",False,yes_no,False,False,False
financebench_id_04103,General Mills,GENERALMILLS_2019_10K,What is the FY2019 cash conversion cycle (CCC) for General Mills? CCC is defined as: DIO + DSO - DPO. DIO is defined as: 365 * (average inventory between FY2018 and FY2019) / (FY2019 COGS). DSO is defined as: 365 * (average accounts receivable between FY2018 and FY2019) / (FY2019 Revenue). DPO is defined as: 365 * (average accounts payable between FY2018 and FY2019) / (FY2019 COGS + change in inventory between FY2018 and FY2019). Round your answer to two decimal places. Address the question by using the line items and information shown within the income statement and the balance sheet.,-3.7,"$1,681.95",False,numerical,False,True,False
financebench_id_03471,General Mills,GENERALMILLS_2020_10K,"By drawing conclusions from the information stated only in the statement of financial position, what is General Mills's FY2020 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",0.68,0.6836,True,numerical,True,False,False
financebench_id_04854,General Mills,GENERALMILLS_2020_10K,"According to the information provided in the statement of cash flows, what is the FY2020 free cash flow (FCF) for General Mills? FCF here is defined as: (cash from operations - capex). Answer in USD millions.",$3215.00,"3,215.40",True,numerical,True,True,False
financebench_id_10136,General Mills,GENERALMILLS_2022_10K,We want to calculate a financial metric. Please help us compute it by basing your answers off of the cash flow statement and the income statement. Here's the question: what is the FY2022 retention ratio (using total cash dividends paid and net income attributable to shareholders) for General Mills? Round answer to two decimal places.,0.54,0.0008,False,numerical,True,False,False
financebench_id_00956,Johnson & Johnson,JOHNSON_JOHNSON_2022_10K,Are JnJ's FY2022 financials that of a high growth company?,"No, JnJ's FY2022 financials are not of a high growth company as sales grew by 1.3% in FY2022.","No
JnJ's FY2022 financials do not indicate high growth as the revenue growth is 7.0%.",True,yes_no,False,False,False
financebench_id_00669,Johnson & Johnson,JOHNSON_JOHNSON_2022_10K,"What drove gross margin change as of FY2022 for JnJ? If gross margin is not a useful metric for a company like this, then please state that and explain why.","For FY22, JnJ had changes in gross margin due to: One-time COVID-19 vaccine manufacturing exit related costs, Currency impacts in the Pharmaceutical segment, Commodity inflation in the MedTech and Consumer Health segments, partially offset by Supply chain benefits in the Consumer Health segment.","According to the UltaBeauty 2023Q4 Earnings report, Ulta Beauty's gross margin increased by 0.6% primarily due to leverage of fixed costs and favorable channel mix shifts, partially offset by higher inventory shrink and lower merchandise margin. Source: ULTABEAUTY_2023Q4_EARNINGS.",False,descriptive,False,False,False
financebench_id_00711,Johnson & Johnson,JOHNSON_JOHNSON_2022_10K,Roughly how many times has JnJ sold its inventory in FY2022? Calculate inventory turnover ratio for FY2022; if conventional inventory management is not meaningful for the company then state that and explain why.,JnJ sold its inventory 2.7 times in FY2022.,"To calculate the inventory turnover ratio for JNJ (Johnson & Johnson) for FY2022, we need to find the cost of goods sold and the average inventory for the year. However, the provided evidence does not include the cost of goods sold for JNJ for FY2022.
The evidence does not provide the necessary information to calculate the inventory turnover ratio for JNJ for FY2022.",False,descriptive,False,False,False
financebench_id_00651,Johnson & Johnson,JOHNSON_JOHNSON_2022Q4_EARNINGS,Is growth in JnJ's adjusted EPS expected to accelerate in FY2023?,"No, rate of growth in adjusted EPS is expected to decelerate slightly from 3.6% in FY2022 to 3.5% in FY2023.","No
The growth rate of JnJ's adjusted EPS is expected to decrease in FY2023.",False,yes_no,False,False,False
financebench_id_01484,Johnson & Johnson,JOHNSON_JOHNSON_2022Q4_EARNINGS,How did JnJ's US sales growth compare to international sales growth in FY2022?,US sales increased 3.0% vs international sales decline of 0.6%.,"The evidence does not provide a direct comparison of JnJ's US sales growth to international sales growth in FY2022, but it suggests that international sales may have been negatively impacted by foreign exchange rates, with a 4.4% decline in the fourth quarter and a 1.3% growth in the full year, prim",False,descriptive,False,False,False
financebench_id_01488,Johnson & Johnson,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,"Which business segment of JnJ will be treated as a discontinued operation from August 30, 2023 onward?","The Consumer Health business segment will be treated as a discontinued operation from August 30, 2023 onward.","According to Johnson & Johnson's 2023 8K filing, Kenvue will be treated as a discontinued operation from August 30, 2023, onward, with Johnson & Johnson maintaining a 9.5% equity stake in Kenvue. The separation resulted in a $13.2 billion cash benefit for Johnson & Johnson. (Source: JOHNSON_JOHNSON_",False,descriptive,False,False,False
financebench_id_01490,Johnson & Johnson,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,"What is the amount of the gain accruing to JnJ as a result of the separation of its Consumer Health business segment, as of August 30, 2023?",JnJ will make a gain of approximately $20 billion from the separation of its Consumer Health business segment.,"Johnson & Johnson reduced its outstanding share count by approximately 191 million shares, resulting in a $0.28 benefit to EPS, following the Kenvue separation. This is according to Johnson & Johnson's 2023 8K filing dated August 30, 2023.",False,descriptive,False,False,False
financebench_id_01491,Johnson & Johnson,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,"What is the amount of the cash proceeds that JnJ realised from the separation of Kenvue (formerly Consumer Health business segment), as of August 30, 2023?",JnJ realised $13.2 billion in cash proceeds from the separation of Kenvue.,"Johnson & Johnson secured $13.2 billion in cash proceeds from the Kenvue debt offering and initial public offering as of August 30, 2023, as stated in Johnson & Johnson's 2023 8K filing.",True,descriptive,False,False,False
financebench_id_01487,Johnson & Johnson,JOHNSON_JOHNSON_2023Q2_EARNINGS,Did JnJ's net earnings as a percent of sales increase in Q2 of FY2023 compared to Q2 of FY2022?,"Yes, net earnings as a percent of sales increased from 20% in Q2 of FY2022 to 20.1% in Q2 of FY2023.","No
Net earnings as a percentage of sales decreased by 0.5% in Q2 of FY2023 compared to Q2 of FY2022.",False,yes_no,False,False,False
financebench_id_00299,JPMorgan,JPMORGAN_2021Q1_10Q,Which of JPM's business segments had the lowest net revenue in 2021 Q1?,Corporate. Its net revenue was -$473 million.,"The Consumer & Community Banking segment had the lowest net revenue in 2021 Q1, with $12,517 million, according to JPMorgan's 2021 Q1 10Q income statement.",False,descriptive,False,False,False
financebench_id_02119,JPMorgan,JPMORGAN_2021Q1_10Q,"If JPM went bankrupted by the end by 2021 Q1 and liquidated all of its assets to pay its shareholders, how much could each shareholder get?",They could receive $66.56 per share.,"However, this is not the amount that would be distributed to shareholders in the event of bankruptcy, as it includes non-operating items such as unrealized gains or losses on investments. To get a more accurate picture, we need to look at the total assets of the company. Unfortunately, the provided evidence does not include the total assets of JPMorgan for the first quarter of 2021. However, we can look at the total net revenue and total noninterest expense to estimate the total assets.
The total net revenue for the first quarter of 2021 was $33,119 million for the Corporate segment, and $12,517 million for the Consumer & Community Banking segment. The total noninterest expense for the first quarter of 2021 was $18,725 million for the Corporate segment, and $7,202 million for the Consumer & Community Banking segment.
However, these numbers are not sufficient to estimate the total assets of the company.",False,descriptive,False,False,False
financebench_id_00206,JPMorgan,JPMORGAN_2022_10K,"Are JPM's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.","Since JPM is a financial institution, gross margin is not a relevant metric.","The provided evidence does not directly report gross margins, but it does report pre-provision profit, which can be used as a proxy for gross profit. The pre-provision profit margin for JPMorgan Chase's Consumer & Community Banking segment in 2021 was 42.5% (5,315 / 12,517), and in 2020 it was 45.4% (6,018 / 13,287). The change in pre-provision profit margin from 2020 to 2021 was 3.1 percentage points, which is within the 2% fluctuation threshold.
The pre-provision profit margin for JPMorgan Chase's Corporate & Investment Bank segment in 2021 was 51.7% (7,501 / 14,605), and in 2020 it was 40.5% (4,048 / 10,003). The change in pre-provision profit margin from 2020 to 2021 was 11.2 percentage points, which is above the 2% fluctuation threshold.
The pre-provision profit margin for JPMorgan Chase's Asset & Wealth Management segment in 2021 was 36.9% (14,394 / 33,119), and",False,descriptive,False,False,False
financebench_id_00394,JPMorgan,JPMORGAN_2022Q2_10Q,"In 2022 Q2, which of JPM's business segments had the highest net income?",Corporate & Investment Bank. Its net income was $3725 million.,"According to the JPMORGAN_2022Q2_10Q income statement, the Consumer & Community Banking segment had the highest net income of $3,100 million, followed by the Corporate segment with a net income of $8,649 million. (Source: JPMORGAN_2022Q2_10Q)",False,descriptive,False,False,False
financebench_id_02049,JPMorgan,JPMORGAN_2023Q2_10Q,"Looking at VaR, did the risk that JPM faced in the second fiscal quarter of 2023 decrease compared to the same period in the prior year?",Yes. It decreased.,No,False,yes_no,False,False,False
financebench_id_10499,Kraft Heinz,KRAFTHEINZ_2019_10K,What is Kraft Heinz's FY2019 inventory turnover ratio? Inventory turnover ratio is defined as: (FY2019 COGS) / (average inventory between FY2018 and FY2019). Round your answer to two decimal places. Please base your judgments on the information provided primarily in the balance sheet and the P&L statement.,6.25,6.24,True,numerical,False,True,False
financebench_id_04412,Lockheed Martin,LOCKHEEDMARTIN_2020_10K,"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the balance sheet and the P&L statement, what is Lockheed Martin's FY2020 asset turnover ratio? Asset turnover ratio is defined as: FY2020 revenue / (average total assets between FY2019 and FY2020). Round your answer to two decimal places.",1.33,1.33,True,numerical,False,False,False
financebench_id_03031,Lockheed Martin,LOCKHEEDMARTIN_2021_10K,What is Lockheed Martin's FY2021 net working capital? Define net working capital as total current assets less total current liabilities. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the balance sheet.,$5818.00,1.4157,False,numerical,True,False,False
financebench_id_03718,Lockheed Martin,LOCKHEEDMARTIN_2022_10K,What is Lockheed Martin's 2 year total revenue CAGR from FY2020 to FY2022 (in units of percents and round to one decimal place)? Provide a response to the question by primarily using the statement of income.,0.4%,0.104,False,numerical,False,False,False
financebench_id_04171,MGM Resorts,MGMRESORTS_2018_10K,"Basing your judgments off of the balance sheet, what is the year end FY2018 amount of accounts payable for MGM Resorts? Answer in USD millions.",$303.00,"$302,578",False,numerical,False,True,False
financebench_id_03849,MGM Resorts,MGMRESORTS_2020_10K,What is the FY2018 - FY2020 3 year average of capex as a % of revenue for MGM Resorts? Answer in units of percents and round to one decimal place. Please utilize information provided primarily within the statement of cash flows and the statement of income.,7.9%,"$6,489,000",False,numerical,False,False,False
financebench_id_01254,MGM Resorts,MGMRESORTS_2022_10K,Has MGM Resorts paid dividends to common shareholders in FY2022?,Yes. MGM maintained 0.01$ per share annual dividend through out FY 2022.,"No
The company paid a very small portion of its earnings as dividends in FY2022.",False,yes_no,False,False,False
financebench_id_00382,MGM Resorts,MGMRESORTS_2022Q4_EARNINGS,Which region had the Highest EBITDAR Contribution for MGM during FY2022?,Las Vegas resorts contributed ~90% of company level EBITDAR during FY2022.,"The Regional Operations had the highest EBITDAR contribution of $3,497,254 for FY2022, significantly higher than MGM China's net revenues of $674 million. This is evident from the Adjusted EBITDAR figures provided in the evidence.",False,descriptive,False,False,False
financebench_id_01911,MGM Resorts,MGMRESORTS_2022Q4_EARNINGS,What was MGM's interest coverage ratio using FY2022 Adjusted EBIT as the numerator and annual Interest Expense as the denominator?,"As adjusted EBIT is negative, coverage ratio is zero","The interest coverage ratio for MGM Resorts in FY2022 was 5.88, using Adjusted EBITDAR of $3,497,254 and interest expense of $594,954. (Source: MGM Resorts | MGMRESORTS_2022Q4_EARNINGS | Type: income)",False,descriptive,False,False,False
financebench_id_01912,MGM Resorts,MGMRESORTS_2022Q4_EARNINGS,Which region had the worst topline performance for MGM during FY2022?,MGM China experienced the worst topline performance amongst the other regions presented. Its revenue declined 44% in FY2022 whereas the other regions presented increased their revenues.,"According to the MGM Resorts 2022 Q4 earnings report, MGM China had the worst topline performance with a 44% decrease in net revenues from $1.2 billion to $674 million. Source: MGM Resorts | MGMRESORTS_2022Q4_EARNINGS.",False,descriptive,False,False,False
financebench_id_00407,MGM Resorts,MGMRESORTS_2023Q2_10Q,Which type of debt received the largest investment among the short term investments for MGM in H1 FY2023?,the biggest short term investment is in corporate bonds (almost 82% of the total investment),"According to the MGM Resorts 2023 Q2 10Q, the largest investment among the short-term investments was in corporate bonds, totaling $416,420 thousand as of June 30, 2023. This accounted for the majority of the total short-term investments of $507,726 thousand.",False,descriptive,False,False,False
financebench_id_04700,Microsoft,MICROSOFT_2016_10K,What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to the question by primarily using the statement of income.,$32780.00,"$32,780M",True,numerical,False,True,False
financebench_id_00552,Microsoft,MICROSOFT_2023_10K,Has Microsoft increased its debt on balance sheet between FY2023 and the FY2022 period?,No. Microsoft decreased its debt by $2.5bn in FY 2023 vs FY 2022.,"No
Microsoft's total debt as a percentage of total assets decreased from FY2022 to FY2023.",False,yes_no,False,False,False
financebench_id_04458,Netflix,NETFLIX_2015_10K,We want to calculate a financial metric. Please help us compute it by basing your answers off of the statement of income and the statement of cash flows. Here's the question: what is the FY2015 unadjusted EBITDA % margin for Netflix? Calculate unadjusted EBITDA using unadjusted operating income and D&A (from cash flow statement).,5.4%,5.43%,True,numerical,False,False,False
financebench_id_03282,Netflix,NETFLIX_2017_10K,What is Netflix's year end FY2017 total current liabilities (in USD millions)? Base your judgments on the information provided primarily in the balance sheet.,$5466.00,"$5,466,312",False,numerical,False,True,False
financebench_id_04302,Nike,NIKE_2018_10K,"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the statement of income, what is Nike's three year average of cost of goods sold as a % of revenue from FY2016 to FY2018? Answer in units of percents and round to one decimal place.",55.1%,1.6534,False,numerical,True,True,False
financebench_id_03531,Nike,NIKE_2019_10K,"According to the details clearly outlined within the balance sheet, how much total current assets did Nike have at the end of FY2019? Answer in USD millions.",$16525.00,"$16,525M",True,numerical,False,True,False
financebench_id_04080,Nike,NIKE_2021_10K,"When primarily referencing the income statement and the statement of financial position, what is the FY2021 inventory turnover ratio for Nike? Inventory turnover ratio is defined as: (FY2021 COGS) / (average inventory between FY2020 and FY2021). Round your answer to two decimal places.",3.46,3.46,True,numerical,False,True,False
financebench_id_01163,Nike,NIKE_2023_10K,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Nike in FY2023?","Among the three, cash flow from operations was the highest for Nike in FY2023.","According to the NIKE_2023_10K cash flow statement, cash provided by operations was $5,841 million, which is the highest among the three categories, surpassing cash provided by investing activities of $564 million.",True,descriptive,False,False,False
financebench_id_00080,Paypal,PAYPAL_2022_10K,"Does Paypal have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",Yes. Paypal has a positive working capital of $ 1.6Bn as of FY2022 end.,"Yes
Paypal has a working capital of $12,416 million as of December 31, 2022.",False,yes_no,False,False,False
financebench_id_04980,PepsiCo,PEPSICO_2021_10K,What is the FY2021 capital expenditure amount (in USD billions) for PepsiCo? Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows.,$4.60,"$4,625M",False,numerical,False,True,False
financebench_id_01009,PepsiCo,PEPSICO_2022_10K,What are the geographies that Pepsico primarily operates in as of FY2022?,"As of FY2022, Pepsico primarily operates in the following geographies: North America, Latin America, Europe, Africa, Middle East, South Asia, Asia Pacific, Australia, New Zealand and China.","According to the PepsiCo 2022 10K income statement, PepsiCo primarily operates in the AMESA and APAC regions, which include Africa, the Middle East, South Asia, Asia Pacific, Australia, New Zealand, and China. The company operates in these regions as of FY2022. (Source: PepsiCo | PEPSICO_2022_10K |",True,descriptive,False,False,False
financebench_id_00735,PepsiCo,PEPSICO_2022_10K,Has Pepsico reported any materially important ongoing legal battles from FY2022 and FY2021?,"No, Pepsico is not involved in material legal battles.","Yes
PepsiCo has reported multiple ongoing legal battles from FY2022 and FY2021.",False,yes_no,False,False,False
financebench_id_01328,PepsiCo,PEPSICO_2022_10K,What is the quantity of restructuring costs directly outlined in Pepsico's income statements for FY2022? If restructuring costs are not explicitly outlined then state 0.,Pepsico's restructuring costs in FY2022 amounted to $411 million .,"According to the PepsiCo_2022_10K income statement, the quantity of restructuring costs directly outlined is 0.",True,descriptive,False,False,False
financebench_id_03620,PepsiCo,PEPSICO_2022_10K,What is the FY2022 unadjusted EBITDA less capex for PepsiCo? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization [from cash flow statement]. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows and the income statement.,$9068.00,"$9,068M",True,numerical,False,True,True
financebench_id_04481,PepsiCo,PEPSICO_2022_10K,What is the FY2022 unadjusted EBITDA % margin for PepsiCo? Calculate unadjusted EBITDA using unadjusted operating income and D&A (from cash flow statement). Give a response to the question by relying on the details shown in the statement of cash flows and the P&L statement.,16.5%,"$3,166M",False,numerical,False,True,False
financebench_id_01482,PepsiCo,PEPSICO_2023_8K_dated-2023-05-05,"At the Pepsico AGM held on May 3, 2023, what was the outcome of the shareholder vote on the shareholder proposal for a congruency report by Pepsico on net-zero emissions policies?",The shareholder proposal for a congruency report by Pepsico on net-zero emissions policies was defeated.,"The shareholder proposal for a congruency report on net-zero emissions policies was defeated with 977,228,788 votes against and 19,718,780 votes in favor, as stated in the PepsiCo 2023 8K dated 2023-05-05.",False,descriptive,False,False,False
financebench_id_00705,PepsiCo,PEPSICO_2023_8K_dated-2023-05-30,"By how much did Pepsico increase its unsecured five year revolving credit agreement on May 26, 2023?","$400,000,000 increase.",$400M,True,numerical,False,False,False
financebench_id_00882,PepsiCo,PEPSICO_2023_8K_dated-2023-05-30,"As of May 26, 2023, what is the total amount Pepsico may borrow under its unsecured revolving credit agreements?","Total amount Pepsico may borrow under unsecured revolving credit agreements = $8,400,000,000.","According to the evidence, as of May 26, 2023, PepsiCo may borrow up to $8,400,000,000 in total under its unsecured revolving credit agreements, with the possibility of increasing the total to up to $9,900,000,000. (Source: PepsiCo | PEPSICO_2023_8K_dated-2023-05-30)",False,descriptive,False,False,False
financebench_id_01474,PepsiCo,PEPSICO_2023Q1_EARNINGS,"As of FY2023Q1, why did Pepsico raise full year guidance for FY2023?",Pepsico experienced a strong start to FY2023.,"According to the PEPSICO_2023Q1_EARNINGS, PepsiCo raised its full-year 2023 guidance for organic revenue to 8 percent and core constant currency EPS to 9 percent, up from previous expectations of 6 percent and 8 percent respectively. (Source: PEPSICO_2023Q1_EARNINGS)",True,descriptive,False,False,False
financebench_id_01476,PepsiCo,PEPSICO_2023Q1_EARNINGS,"As of FY2023Q1, by how many percentage points did Pepsico raise full year guidance in respect of core constant currency EPS growth?",Pepsico raised full year guidance in respect of core constant currency EPS growth by 1 percentage point.,"According to the PepsiCo 2023 Q1 earnings report, PepsiCo raised its full-year 2023 core constant currency EPS growth guidance by 1 percentage point, from 8 percent to 9 percent (PEPSICO_2023Q1_EARNINGS).",False,descriptive,False,False,False
financebench_id_00302,Pfizer,PFIZER_2021_10K,Did Pfizer grow its PPNE between FY20 and FY21?,"Yes, change in PPNE was positive year over year","Yes
Pfizer's revenue grew by 95.3% between FY20 and FY21.",False,yes_no,False,False,False
financebench_id_00702,Pfizer,PFIZER_2021_10K,Were there any potential events that are not in Pfizer's standard business operations that substantially increased net income in 2019?,"Yes, the gain on completion of Consumer Healthcare JV Transaction","No
The operating margin is not improving, as it decreased from 2019 to 2020.",False,yes_no,False,False,False
financebench_id_02416,Pfizer,PFIZER_2021_10K,What are three main companies acquired by Pfizer mentioned in this 10K report?,"Trillium, Array, and Therachon","According to the Pfizer 2021 10K report, Pfizer acquired Trillium for $2.0 billion and Therachon for $340 million upfront, with potential milestone payments of up to $470 million, and also acquired Array, although details are not provided. Source: Pfizer | PFIZER_2021_10K | Type: auto.",False,descriptive,False,False,False
financebench_id_00283,Pfizer,Pfizer_2023Q2_10Q,How much does Pfizer expect to pay to spin off Upjohn in the future in USD million?,77.78,$700M,False,numerical,False,True,False
financebench_id_00724,Pfizer,Pfizer_2023Q2_10Q,"For Pfizer, which geographic region had the biggest drop in Q22023 year over year revenues (on a percentage basis)?",Developed Rest of the World,"The Developed Europe region had the biggest drop in Q2 2023 year over year revenues on a percentage basis, with a decline of 56%, and the Developed Rest of World region had a decline of 74% (Source: Pfizer | Pfizer_2023Q2_10Q | Type: income).",False,descriptive,False,False,False
financebench_id_02419,Pfizer,Pfizer_2023Q2_10Q,"As of Q2'2023, is Pfizer spinning off any large business segments?","Yes, it's spinning off Upjohn.","No
The United States segment is experiencing a decline in revenue of 45% compared to the same period last year.",False,yes_no,False,False,False
financebench_id_00746,Ulta Beauty,ULTABEAUTY_2023_10K,Which debt securities are registered to trade on a national securities exchange under Ulta Beauty's name as of FY2023?,There are none,"Ulta Beauty's common stock, par value $0.01 per share, with a trading symbol of ""ULTA,"" is registered to trade on the NASDAQ Global Select Market. The stock is registered under the title ""Common stock"" with a par value of $0.01 per share. (Source: Ulta Beauty | ULTABEAUTY_2023_10K)",False,descriptive,False,False,False
financebench_id_00521,Ulta Beauty,ULTABEAUTY_2023_10K,What are major acquisitions that Ulta Beauty has done in FY2023 and FY2022?,Ulta Beauty did not make any acquisitions in FY2023 and FY2022.,"Ulta Beauty made an acquisition in FY2023 of $1,220 thousand, net of cash acquired, and an acquisition in FY2022, but the specific details of the FY2022 acquisition are not provided. (Source: Ulta Beauty | ULTABEAUTY_2023_10K)",True,descriptive,False,False,False
financebench_id_00601,Ulta Beauty,ULTABEAUTY_2023Q4_EARNINGS,What drove the reduction in SG&A expense as a percent of net sales in FY2023?,"Lower marketing expenses and leverage of incentive compensation due to higher sales. The answer here assumes FY2023 refers to the 12 months ended on January 28, 2023 (although the company refers to this period as its fiscal 2022.","The reduction in SG&A expense as a percentage of net sales in fiscal 2021 was primarily due to lower marketing expenses and leverage of incentive compensation, resulting in a decrease from 23.9% to 23.5% of net sales. Source: ULTABEAUTY_2023Q4_EARNINGS.",True,descriptive,False,False,False
financebench_id_00603,Ulta Beauty,ULTABEAUTY_2023Q4_EARNINGS,What drove the increase in Ulta Beauty's merchandise inventories balance at end of FY2023?,"Increase in Merchandise inventories balance was driven by the opening of 47 new stores. The answer here assumes FY2023 refers to the 12 months ended on January 28, 2023 (although the company refers to this period as its fiscal 2022.","The increase in Ulta Beauty's merchandise inventories balance at the end of FY2022 was $104.2 million, primarily due to the opening of 47 new stores and inventory cost increases. This increase was from $1.5 billion at the end of FY2021 to $1.6 billion at the end of FY2022. (Source: Ulta Beauty | ULT",False,descriptive,False,False,False
financebench_id_00605,Ulta Beauty,ULTABEAUTY_2023Q4_EARNINGS,What percent of Ulta Beauty's total spend on stock repurchases for FY 2023 occurred in Q4 of FY2023?,"36%. The answer here assumes FY2023 refers to the 12 months ended on January 28, 2023 (although the company refers to this period as its fiscal 2022.","To determine the percentage of Ulta Beauty's total spend on stock repurchases for FY 2023 that occurred in Q4 of FY2023, we need to find the total amount spent on stock repurchases in FY 2023 and the amount spent in Q4 of FY2023.
According to the evidence, Ulta Beauty repurchased 2.2 million shares of its common stock at a cost of $900.0 million during fiscal 2022, and an additional 722,457 shares of its common stock at a cost of $328.1 million during the fourth quarter of fiscal 2022. As of January 28, 2023, $1.1 billion remained available under the $2.0 billion share repurchase program announced in March 2022, but this information does not provide the total amount spent in FY 2023.
However, we can calculate the total amount spent on stock repurchases in FY 2023 by adding the amount spent in Q4 of FY2022 to the remaining amount available under the share repurchase program. The total amount spent in Q4 of FY2022 is $328.1 million, and the remaining amount available under the share repurchase program is $1.1 billion. Therefore,",False,descriptive,False,False,False
financebench_id_00606,Ulta Beauty,ULTABEAUTY_2023Q4_EARNINGS,Did Ulta Beauty's wages expense as a percent of net sales increase or decrease in FY2023?,"Wages expense as a percent of net sales increased in FY2023. The answer here assumes FY2023 refers to the 12 months ended on January 28, 2023 (although the company refers to this period as its fiscal 2022.","According to the Ulta Beauty | ULTABEAUTY_2023_10K income statement, wages expense as a percent of net sales decreased to 23.5% in FY2023 from 23.9% in FY2021, primarily due to leverage of incentive compensation and higher sales.",True,descriptive,False,False,False
financebench_id_00859,Verizon,VERIZON_2021_10K,"Among all of the derivative instruments that Verizon used to manage the exposure to fluctuations of foreign currencies exchange rates or interest rates, which one had the highest notional value in FY 2021?","Cross currency swaps. Its notional value was $32,502 million.","According to the Verizon_2021_10K, the interest rate swaps had the highest notional value of $19,779 million in FY 2021. This is the largest notional value among all the derivative instruments used by Verizon to manage exposure to fluctuations in foreign currency exchange rates and interest rates.",False,descriptive,False,False,False
financebench_id_02024,Verizon,VERIZON_2021_10K,"As of FY 2021, how much did Verizon expect to pay for its retirees in 2024?","The estimated pension benefits were $1097 million, and the estimated health care and life insurance benefits were $862 million.","Verizon expected to pay a total of $1,959 million to its retirees in 2024, consisting of $1,097 million for pension benefits and $862 million for health care and life insurance benefits, as stated in the Verizon 2021 10K report.",False,descriptive,False,False,False
financebench_id_00216,Verizon,VERIZON_2022_10K,"Does Verizon have a reasonably healthy liquidity profile based on its quick ratio for FY 2022? If the quick ratio is not relevant to measure liquidity, please state that and explain why.",No. The quick ratio was approximately 0.54 for Verizon. It indicated that Verizon does not have a healthy liquidity profile.,"No
Verizon's quick ratio for FY 2022 is 0.706, indicating a NOT healthy liquidity profile.",False,yes_no,False,False,False
financebench_id_00215,Verizon,VERIZON_2022_10K,Is Verizon a capital intensive business based on FY 2022 data?,"Yes. Verizon's capital intensity ratio was approximately 2.774729. This means that it took approximately $2.77 of assets to generate $1 of revenue and thus, Verizon can be considered capital intensive.","Yes
Verizon is a capital intensive business with a capital intensity ratio of 2.77.",True,yes_no,False,False,False
financebench_id_00566,Verizon,VERIZON_2022_10K,Has Verizon increased its debt on balance sheet between 2022 and the 2021 fiscal period?,No. Verizon's debt decreased by $229 million.,"No
Verizon has decreased its debt on balance sheet between 2022 and the 2021 fiscal period.",False,yes_no,False,False,False
financebench_id_06247,Walmart,WALMART_2018_10K,What is FY2018 days payable outstanding (DPO) for Walmart? DPO is defined as: 365 * (average accounts payable between FY2017 and FY2018) / (FY2018 COGS + change in inventory between FY2017 and FY2018). Round your answer to two decimal places. Please base your judgments on the information provided primarily in the statement of financial position and the P&L statement.,42.69,32.19,False,numerical,False,True,False
financebench_id_04784,Walmart,WALMART_2019_10K,"Based on the information provided primarily in the statement of income, what is the FY2018 - FY2019 change in unadjusted operating income % margin for Walmart? Answer in units of percents and round to one decimal place.",0.2%,-9.8%,False,numerical,False,True,False
financebench_id_06741,Walmart,WALMART_2020_10K,What is the FY2018 - FY2020 3 year average unadjusted EBITDA % margin for Walmart? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization from the cash flow statement. Answer in units of percents and round to one decimal place. Calculate what was asked by utilizing the line items clearly shown in the P&L statement and the cash flow statement.,6.2%,"$24,105M",False,numerical,False,True,False
